pagerank,version,time(ns),version,time(ns),version,time(ns),version,time(ns),version,time(ns),version,time(ns),version,time(ns),version,time(ns)
re 05,edge-list,483447,struct-edge-list,446322,vertex-pull,2355910,vertex-pull-nodiv,1102530,vertex-pull-warp,3047040,vertex-pull-warp-nodiv,2760910,vertex-push,803656,vertex-push-warp,1834530
rw 50,edge-list,3901120,struct-edge-list,3788050,vertex-pull,93533200,vertex-pull-nodiv,34175800,vertex-pull-warp,40024900,vertex-pull-warp-nodiv,30830100,vertex-push,15271300,vertex-push-warp,20818600
rw 30,edge-list,2088360,struct-edge-list,2022450,vertex-pull,35670900,vertex-pull-nodiv,13038600,vertex-pull-warp,22370900,vertex-pull-warp-nodiv,18180100,vertex-push,6058860,vertex-push-warp,12708900
rw 15,edge-list,1119670,struct-edge-list,1061860,vertex-pull,14572400,vertex-pull-nodiv,5459380,vertex-pull-warp,10715700,vertex-pull-warp-nodiv,8974190,vertex-push,3651800,vertex-push-warp,6365300
rw 05,edge-list,544746,struct-edge-list,474006,vertex-pull,3601110,vertex-pull-nodiv,1532720,vertex-pull-warp,3268060,vertex-pull-warp-nodiv,2818020,vertex-push,1193390,vertex-push-warp,1823430
,,,,,,,,,,,,,,,,
wikiconflict.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,19123400,struct-edge-list,18417800,vertex-pull,596984000,vertex-pull-nodiv,223485000,vertex-pull-warp,96757400,vertex-pull-warp-nodiv,42398900,vertex-push,325567000,vertex-push-warp,46873300
ff 50,edge-list,4787160,struct-edge-list,4645590,vertex-pull,406325000,vertex-pull-nodiv,149969000,vertex-pull-warp,58563500,vertex-pull-warp-nodiv,26193400,vertex-push,217652000,vertex-push-warp,28231500
ff 30,edge-list,2472390,struct-edge-list,2417260,vertex-pull,377419000,vertex-pull-nodiv,134903000,vertex-pull-warp,46580000,vertex-pull-warp-nodiv,21265400,vertex-push,195929000,vertex-push-warp,22251500
ff 15,edge-list,1514750,struct-edge-list,1494610,vertex-pull,238143000,vertex-pull-nodiv,85408800,vertex-pull-warp,41055400,vertex-pull-warp-nodiv,19120500,vertex-push,126951000,vertex-push-warp,19001700
ff 05,edge-list,776368,struct-edge-list,776140,vertex-pull,71303000,vertex-pull-nodiv,25515400,vertex-pull-warp,10484000,vertex-pull-warp-nodiv,5370930,vertex-push,37362300,vertex-push-warp,5042040
re 50,edge-list,3892190,struct-edge-list,3751880,vertex-pull,60593000,vertex-pull-nodiv,22195800,vertex-pull-warp,17550800,vertex-pull-warp-nodiv,12316700,vertex-push,32297500,vertex-push-warp,9901530
re 30,edge-list,1564830,struct-edge-list,1465490,vertex-pull,17418900,vertex-pull-nodiv,6558290,vertex-pull-warp,8908430,vertex-pull-warp-nodiv,7193050,vertex-push,9336640,vertex-push-warp,5218460
re 15,edge-list,712948,struct-edge-list,636719,vertex-pull,4987680,vertex-pull-nodiv,2049740,vertex-pull-warp,3856610,vertex-pull-warp-nodiv,3151690,vertex-push,2768990,vertex-push-warp,2088400
re 05,edge-list,514507,struct-edge-list,433958,vertex-pull,1382610,vertex-pull-nodiv,765330,vertex-pull-warp,2574310,vertex-pull-warp-nodiv,2244730,vertex-push,918077,vertex-push-warp,1726880
rw 50,edge-list,2971350,struct-edge-list,2885080,vertex-pull,51162600,vertex-pull-nodiv,18796400,vertex-pull-warp,15815300,vertex-pull-warp-nodiv,11943700,vertex-push,27078200,vertex-push-warp,8974570
rw 30,edge-list,1475230,struct-edge-list,1417850,vertex-pull,21424400,vertex-pull-nodiv,7881440,vertex-pull-warp,8861090,vertex-pull-warp-nodiv,7177580,vertex-push,11277400,vertex-push-warp,5170310
rw 15,edge-list,681064,struct-edge-list,652417,vertex-pull,7931790,vertex-pull-nodiv,3108010,vertex-pull-warp,3823220,vertex-pull-warp-nodiv,3151660,vertex-push,4257410,vertex-push-warp,2057820
rw 05,edge-list,493575,struct-edge-list,440013,vertex-pull,2109770,vertex-pull-nodiv,1010720,vertex-pull-warp,2582870,vertex-pull-warp-nodiv,2246860,vertex-push,1280480,vertex-push-warp,1727550
,,,,,,,,,,,,,,,,
wikipedia_link_de.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,519266000,struct-edge-list,512027000,vertex-pull,10772500000,vertex-pull-nodiv,3891720000,vertex-pull-warp,1734050000,vertex-pull-warp-nodiv,987549000,vertex-push,1178510000,vertex-push-warp,818657000
ff 50,edge-list,147823000,struct-edge-list,145460000,vertex-pull,3013460000,vertex-pull-nodiv,1076750000,vertex-pull-warp,599845000,vertex-pull-warp-nodiv,383551000,vertex-push,443982000,vertex-push-warp,330009000
ff 30,edge-list,44431400,struct-edge-list,43596000,vertex-pull,733964000,vertex-pull-nodiv,259024000,vertex-pull-warp,260038000,vertex-pull-warp-nodiv,189533000,vertex-push,172123000,vertex-push-warp,162874000
ff 15,edge-list,15015300,struct-edge-list,14688500,vertex-pull,201966000,vertex-pull-nodiv,73284000,vertex-pull-warp,116957000,vertex-pull-warp-nodiv,89807800,vertex-push,108416000,vertex-push-warp,74441000
ff 05,edge-list,3993210,struct-edge-list,3846980,vertex-pull,45001800,vertex-pull-nodiv,17098200,vertex-pull-warp,40092700,vertex-pull-warp-nodiv,30938100,vertex-push,37253400,vertex-push-warp,25439700
re 50,edge-list,45280100,struct-edge-list,44883100,vertex-pull,591670000,vertex-pull-nodiv,220354000,vertex-pull-warp,332758000,vertex-pull-warp-nodiv,273678000,vertex-push,63852100,vertex-push-warp,196046000
re 30,edge-list,17901100,struct-edge-list,17638800,vertex-pull,179376000,vertex-pull-nodiv,68437300,vertex-pull-warp,180167000,vertex-pull-warp-nodiv,156487000,vertex-push,22287200,vertex-push-warp,113457000
re 15,edge-list,7469590,struct-edge-list,7346750,vertex-pull,61775000,vertex-pull-nodiv,24158100,vertex-pull-warp,85174600,vertex-pull-warp-nodiv,76560400,vertex-push,8795460,vertex-push-warp,56868300
re 05,edge-list,2494360,struct-edge-list,2454180,vertex-pull,16027500,vertex-pull-nodiv,6466210,vertex-pull-warp,28626200,vertex-pull-warp-nodiv,26259100,vertex-push,2828860,vertex-push-warp,20133000
rw 50,edge-list,49035800,struct-edge-list,48692600,vertex-pull,718005000,vertex-pull-nodiv,266513000,vertex-pull-warp,331275000,vertex-pull-warp-nodiv,273538000,vertex-push,76342600,vertex-push-warp,199287000
rw 30,edge-list,24198000,struct-edge-list,23987700,vertex-pull,321318000,vertex-pull-nodiv,120375000,vertex-pull-warp,194776000,vertex-pull-warp-nodiv,163030000,vertex-push,42301100,vertex-push-warp,117026000
rw 15,edge-list,10400300,struct-edge-list,10258300,vertex-pull,129458000,vertex-pull-nodiv,48528700,vertex-pull-warp,96081000,vertex-pull-warp-nodiv,81346400,vertex-push,20813800,vertex-push-warp,58061800
rw 05,edge-list,3306050,struct-edge-list,3280790,vertex-pull,32212700,vertex-pull-nodiv,11753700,vertex-pull-warp,33317900,vertex-pull-warp-nodiv,28237900,vertex-push,6165290,vertex-push-warp,20338600
,,,,,,,,,,,,,,,,
wikipedia_link_fr.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,567365000,struct-edge-list,554825000,vertex-pull,9639490000,vertex-pull-nodiv,3498120000,vertex-pull-warp,2137100000,vertex-pull-warp-nodiv,1143220000,vertex-push,1204940000,vertex-push-warp,852971000
ff 50,edge-list,177461000,struct-edge-list,173413000,vertex-pull,2325080000,vertex-pull-nodiv,842533000,vertex-pull-warp,698779000,vertex-pull-warp-nodiv,414038000,vertex-push,439083000,vertex-push-warp,367072000
ff 30,edge-list,54433000,struct-edge-list,53147400,vertex-pull,477608000,vertex-pull-nodiv,175685000,vertex-pull-warp,296024000,vertex-pull-warp-nodiv,198072000,vertex-push,207174000,vertex-push-warp,180159000
ff 15,edge-list,18992200,struct-edge-list,18491900,vertex-pull,132673000,vertex-pull-nodiv,49808300,vertex-pull-warp,129104000,vertex-pull-warp-nodiv,92028600,vertex-push,93638700,vertex-push-warp,80680100
ff 05,edge-list,6645440,struct-edge-list,6352450,vertex-pull,38769100,vertex-pull-nodiv,18388900,vertex-pull-warp,63465300,vertex-pull-warp-nodiv,37840900,vertex-push,37486200,vertex-push-warp,35518200
re 50,edge-list,46195900,struct-edge-list,45664700,vertex-pull,473331000,vertex-pull-nodiv,177603000,vertex-pull-warp,327363000,vertex-pull-warp-nodiv,263036000,vertex-push,61494500,vertex-push-warp,185754000
re 30,edge-list,17580600,struct-edge-list,17323000,vertex-pull,136841000,vertex-pull-nodiv,52650600,vertex-pull-warp,171293000,vertex-pull-warp-nodiv,147422000,vertex-push,21129700,vertex-push-warp,106758000
re 15,edge-list,7212270,struct-edge-list,7047300,vertex-pull,43257800,vertex-pull-nodiv,17389400,vertex-pull-warp,79988200,vertex-pull-warp-nodiv,71994100,vertex-push,8177300,vertex-push-warp,53655200
re 05,edge-list,2359230,struct-edge-list,2314240,vertex-pull,10367400,vertex-pull-nodiv,4419230,vertex-pull-warp,26517100,vertex-pull-warp-nodiv,24389200,vertex-push,2603020,vertex-push-warp,18587400
rw 50,edge-list,47664900,struct-edge-list,47139500,vertex-pull,440857000,vertex-pull-nodiv,167128000,vertex-pull-warp,316874000,vertex-pull-warp-nodiv,259440000,vertex-push,75846700,vertex-push-warp,189173000
rw 30,edge-list,23434600,struct-edge-list,23141500,vertex-pull,188098000,vertex-pull-nodiv,71385800,vertex-pull-warp,184539000,vertex-pull-warp-nodiv,153457000,vertex-push,38763000,vertex-push-warp,110653000
rw 15,edge-list,10024400,struct-edge-list,9815880,vertex-pull,72165000,vertex-pull-nodiv,28042700,vertex-pull-warp,91050100,vertex-pull-warp-nodiv,76769900,vertex-push,23229000,vertex-push-warp,54887200
rw 05,edge-list,3151900,struct-edge-list,3058310,vertex-pull,18292400,vertex-pull-nodiv,7071820,vertex-pull-warp,31290000,vertex-pull-warp-nodiv,26371100,vertex-push,7965720,vertex-push-warp,18769300
,,,,,,,,,,,,,,,,
wikipedia_link_it.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,457822000,struct-edge-list,445559000,vertex-pull,6875600000,vertex-pull-nodiv,2547220000,vertex-pull-warp,1636740000,vertex-pull-warp-nodiv,840485000,vertex-push,1010630000,vertex-push-warp,656244000
ff 50,edge-list,71826600,struct-edge-list,70043800,vertex-pull,824755000,vertex-pull-nodiv,297304000,vertex-pull-warp,354079000,vertex-pull-warp-nodiv,224291000,vertex-push,264273000,vertex-push-warp,205868000
ff 30,edge-list,24041400,struct-edge-list,23478500,vertex-pull,243153000,vertex-pull-nodiv,91395100,vertex-pull-warp,162546000,vertex-pull-warp-nodiv,114294000,vertex-push,107949000,vertex-push-warp,99272300
ff 15,edge-list,8216440,struct-edge-list,7974410,vertex-pull,68975500,vertex-pull-nodiv,26340600,vertex-pull-warp,70323900,vertex-pull-warp-nodiv,53366300,vertex-push,40001100,vertex-push-warp,44723200
ff 05,edge-list,2478720,struct-edge-list,2361870,vertex-pull,14682400,vertex-pull-nodiv,6058640,vertex-pull-warp,23796200,vertex-pull-warp-nodiv,18446800,vertex-push,30144600,vertex-push-warp,16106300
re 50,edge-list,24233900,struct-edge-list,23853700,vertex-pull,193834000,vertex-pull-nodiv,73626800,vertex-pull-warp,193836000,vertex-pull-warp-nodiv,159028000,vertex-push,30975600,vertex-push-warp,112986000
re 30,edge-list,10154500,struct-edge-list,10012100,vertex-pull,64483000,vertex-pull-nodiv,25241000,vertex-pull-warp,105843000,vertex-pull-warp-nodiv,91556600,vertex-push,11852900,vertex-push-warp,66174700
re 15,edge-list,4475440,struct-edge-list,4404910,vertex-pull,21787300,vertex-pull-nodiv,8964840,vertex-pull-warp,50869200,vertex-pull-warp-nodiv,45492000,vertex-push,5035830,vertex-push-warp,33859700
re 05,edge-list,1618710,struct-edge-list,1586470,vertex-pull,5645890,vertex-pull-nodiv,2574580,vertex-pull-warp,17194600,vertex-pull-warp-nodiv,15916100,vertex-push,1750600,vertex-push-warp,12412400
rw 50,edge-list,25942100,struct-edge-list,25591700,vertex-pull,222100000,vertex-pull-nodiv,84209900,vertex-pull-warp,193678000,vertex-pull-warp-nodiv,159437000,vertex-push,45077200,vertex-push-warp,114809000
rw 30,edge-list,13189100,struct-edge-list,12937400,vertex-pull,100973000,vertex-pull-nodiv,38939800,vertex-pull-warp,113496000,vertex-pull-warp-nodiv,94872400,vertex-push,31932300,vertex-push-warp,68034800
rw 15,edge-list,6095000,struct-edge-list,5883120,vertex-pull,39549400,vertex-pull-nodiv,15318100,vertex-pull-warp,57313900,vertex-pull-warp-nodiv,48241600,vertex-push,16442100,vertex-push-warp,34563100
rw 05,edge-list,2116530,struct-edge-list,2026720,vertex-pull,11095500,vertex-pull-nodiv,4636690,vertex-pull-warp,20196300,vertex-pull-warp-nodiv,17136200,vertex-push,5238840,vertex-push-warp,12443100
,,,,,,,,,,,,,,,,
wikipedia_link_ja.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,407880000,struct-edge-list,397737000,vertex-pull,7077260000,vertex-pull-nodiv,2626770000,vertex-pull-warp,1259730000,vertex-pull-warp-nodiv,650981000,vertex-push,835247000,vertex-push-warp,547315000
ff 50,edge-list,69355900,struct-edge-list,67686100,vertex-pull,731180000,vertex-pull-nodiv,270571000,vertex-pull-warp,309239000,vertex-pull-warp-nodiv,193708000,vertex-push,227248000,vertex-push-warp,178771000
ff 30,edge-list,22268000,struct-edge-list,21739700,vertex-pull,189918000,vertex-pull-nodiv,72731400,vertex-pull-warp,138300000,vertex-pull-warp-nodiv,98312100,vertex-push,106564000,vertex-push-warp,88893100
ff 15,edge-list,7651250,struct-edge-list,7408360,vertex-pull,50596700,vertex-pull-nodiv,20431400,vertex-pull-warp,62344000,vertex-pull-warp-nodiv,46915700,vertex-push,39700800,vertex-push-warp,40094300
ff 05,edge-list,2261850,struct-edge-list,2157690,vertex-pull,11536300,vertex-pull-nodiv,5159280,vertex-pull-warp,21857100,vertex-pull-warp-nodiv,17006900,vertex-push,29739800,vertex-push-warp,15080500
re 50,edge-list,22321900,struct-edge-list,21999400,vertex-pull,216253000,vertex-pull-nodiv,81011800,vertex-pull-warp,164509000,vertex-pull-warp-nodiv,136222000,vertex-push,29114600,vertex-push-warp,97377900
re 30,edge-list,9016300,struct-edge-list,8870530,vertex-pull,68450500,vertex-pull-nodiv,26507400,vertex-pull-warp,89743300,vertex-pull-warp-nodiv,78467100,vertex-push,10784700,vertex-push-warp,57307400
re 15,edge-list,3950740,struct-edge-list,3883290,vertex-pull,23258200,vertex-pull-nodiv,9182040,vertex-pull-warp,43404200,vertex-pull-warp-nodiv,39126300,vertex-push,4506030,vertex-push-warp,29420200
re 05,edge-list,1418880,struct-edge-list,1391620,vertex-pull,5683570,vertex-pull-nodiv,2555490,vertex-pull-warp,14779500,vertex-pull-warp-nodiv,13651200,vertex-push,1554040,vertex-push-warp,10919200
rw 50,edge-list,25087900,struct-edge-list,24791300,vertex-pull,221472000,vertex-pull-nodiv,84222600,vertex-pull-warp,170801000,vertex-pull-warp-nodiv,139298000,vertex-push,49130800,vertex-push-warp,101216000
rw 30,edge-list,12179900,struct-edge-list,11998900,vertex-pull,95039500,vertex-pull-nodiv,35920600,vertex-pull-warp,98938800,vertex-pull-warp-nodiv,82294900,vertex-push,30598700,vertex-push-warp,59018500
rw 15,edge-list,5326990,struct-edge-list,5197940,vertex-pull,33769100,vertex-pull-nodiv,12727900,vertex-pull-warp,49934600,vertex-pull-warp-nodiv,41865500,vertex-push,14177600,vertex-push-warp,29919200
rw 05,edge-list,1798780,struct-edge-list,1769140,vertex-pull,8374870,vertex-pull-nodiv,3492950,vertex-pull-warp,17694000,vertex-pull-warp-nodiv,14893200,vertex-push,4277190,vertex-push-warp,10887900
,,,,,,,,,,,,,,,,
wikipedia_link_pl.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,299146000,struct-edge-list,291545000,vertex-pull,9502430000,vertex-pull-nodiv,3479550000,vertex-pull-warp,1091000000,vertex-pull-warp-nodiv,584813000,vertex-push,601626000,vertex-push-warp,442262000
ff 50,edge-list,74527800,struct-edge-list,72692200,vertex-pull,1910710000,vertex-pull-nodiv,695321000,vertex-pull-warp,322746000,vertex-pull-warp-nodiv,196066000,vertex-push,189280000,vertex-push-warp,162757000
ff 30,edge-list,22394300,struct-edge-list,21885400,vertex-pull,387655000,vertex-pull-nodiv,140167000,vertex-pull-warp,131490000,vertex-pull-warp-nodiv,93215500,vertex-push,85720200,vertex-push-warp,81424100
ff 15,edge-list,7130500,struct-edge-list,6937410,vertex-pull,74218000,vertex-pull-nodiv,28045600,vertex-pull-warp,60530800,vertex-pull-warp-nodiv,45107100,vertex-push,42321800,vertex-push-warp,38596800
ff 05,edge-list,1962250,struct-edge-list,1840420,vertex-pull,16110600,vertex-pull-nodiv,6563530,vertex-pull-warp,19552200,vertex-pull-warp-nodiv,15084400,vertex-push,26745000,vertex-push-warp,12589400
re 50,edge-list,17692600,struct-edge-list,17391700,vertex-pull,287933000,vertex-pull-nodiv,106628000,vertex-pull-warp,156173000,vertex-pull-warp-nodiv,129519000,vertex-push,22501700,vertex-push-warp,91296800
re 30,edge-list,7972680,struct-edge-list,7795620,vertex-pull,93496400,vertex-pull-nodiv,34656200,vertex-pull-warp,86550200,vertex-pull-warp-nodiv,74831900,vertex-push,9434270,vertex-push-warp,53892500
re 15,edge-list,3665580,struct-edge-list,3567680,vertex-pull,33797000,vertex-pull-nodiv,12855300,vertex-pull-warp,41485400,vertex-pull-warp-nodiv,37211000,vertex-push,4156950,vertex-push-warp,27753400
re 05,edge-list,1296740,struct-edge-list,1268250,vertex-pull,8867860,vertex-pull-nodiv,3662750,vertex-pull-warp,13768200,vertex-pull-warp-nodiv,12572800,vertex-push,1399260,vertex-push-warp,9460260
rw 50,edge-list,21379300,struct-edge-list,21020600,vertex-pull,427820000,vertex-pull-nodiv,159893000,vertex-pull-warp,162227000,vertex-pull-warp-nodiv,131994000,vertex-push,46124800,vertex-push-warp,94878400
rw 30,edge-list,11008700,struct-edge-list,10782900,vertex-pull,184307000,vertex-pull-nodiv,68064100,vertex-pull-warp,93771200,vertex-pull-warp-nodiv,77748300,vertex-push,28157000,vertex-push-warp,55757900
rw 15,edge-list,5066630,struct-edge-list,4940270,vertex-pull,71937500,vertex-pull-nodiv,26026300,vertex-pull-warp,47149500,vertex-pull-warp-nodiv,39466300,vertex-push,15531200,vertex-push-warp,28364300
rw 05,edge-list,1761980,struct-edge-list,1647190,vertex-pull,19347800,vertex-pull-nodiv,7510480,vertex-pull-warp,16613200,vertex-pull-warp-nodiv,13581800,vertex-push,5571670,vertex-push-warp,9772440
,,,,,,,,,,,,,,,,
wikipedia_link_pt.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,253063000,struct-edge-list,245517000,vertex-pull,6277480000,vertex-pull-nodiv,2326740000,vertex-pull-warp,1007050000,vertex-pull-warp-nodiv,557992000,vertex-push,652325000,vertex-push-warp,423990000
ff 50,edge-list,103966000,struct-edge-list,101134000,vertex-pull,1528140000,vertex-pull-nodiv,550928000,vertex-pull-warp,393912000,vertex-pull-warp-nodiv,229117000,vertex-push,241810000,vertex-push-warp,199397000
ff 30,edge-list,31467200,struct-edge-list,30586400,vertex-pull,371450000,vertex-pull-nodiv,140949000,vertex-pull-warp,162005000,vertex-pull-warp-nodiv,107449000,vertex-push,110764000,vertex-push-warp,95426000
ff 15,edge-list,9100430,struct-edge-list,8832740,vertex-pull,82722100,vertex-pull-nodiv,32800200,vertex-pull-warp,67255700,vertex-pull-warp-nodiv,48795000,vertex-push,47070400,vertex-push-warp,42619000
ff 05,edge-list,2294890,struct-edge-list,2227220,vertex-pull,18889300,vertex-pull-nodiv,8020980,vertex-pull-warp,21441200,vertex-pull-warp-nodiv,16954200,vertex-push,29838500,vertex-push-warp,14621800
re 50,edge-list,23776700,struct-edge-list,23311300,vertex-pull,325425000,vertex-pull-nodiv,120010000,vertex-pull-warp,173931000,vertex-pull-warp-nodiv,139863000,vertex-push,35871300,vertex-push-warp,98924100
re 30,edge-list,9622940,struct-edge-list,9377170,vertex-pull,98754400,vertex-pull-nodiv,37026900,vertex-pull-warp,92900500,vertex-pull-warp-nodiv,79504300,vertex-push,12516700,vertex-push-warp,57323100
re 15,edge-list,4062920,struct-edge-list,3956740,vertex-pull,29475900,vertex-pull-nodiv,11354000,vertex-pull-warp,44787400,vertex-pull-warp-nodiv,39675000,vertex-push,4755120,vertex-push-warp,29286600
re 05,edge-list,1452770,struct-edge-list,1405810,vertex-pull,7031070,vertex-pull-nodiv,3057990,vertex-pull-warp,15127600,vertex-pull-warp-nodiv,13793900,vertex-push,1671080,vertex-push-warp,10858200
rw 50,edge-list,23320600,struct-edge-list,22883400,vertex-pull,269340000,vertex-pull-nodiv,100325000,vertex-pull-warp,167233000,vertex-pull-warp-nodiv,137290000,vertex-push,40936800,vertex-push-warp,100247000
rw 30,edge-list,11988300,struct-edge-list,11723300,vertex-pull,128848000,vertex-pull-nodiv,49713900,vertex-pull-warp,98361100,vertex-pull-warp-nodiv,81845500,vertex-push,25032700,vertex-push-warp,59079700
rw 15,edge-list,5402240,struct-edge-list,5279990,vertex-pull,44705100,vertex-pull-nodiv,16746500,vertex-pull-warp,49277700,vertex-pull-warp-nodiv,41567700,vertex-push,13392000,vertex-push-warp,30001400
rw 05,edge-list,1906540,struct-edge-list,1810330,vertex-pull,11650300,vertex-pull-nodiv,4712490,vertex-pull-warp,17573000,vertex-pull-warp-nodiv,14825000,vertex-push,4608650,vertex-push-warp,10926800
,,,,,,,,,,,,,,,,
wikipedia_link_ru.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,434574000,struct-edge-list,422860000,vertex-pull,9742740000,vertex-pull-nodiv,3600280000,vertex-pull-warp,1590590000,vertex-pull-warp-nodiv,905987000,vertex-push,844744000,vertex-push-warp,732787000
ff 50,edge-list,172056000,struct-edge-list,168142000,vertex-pull,2705890000,vertex-pull-nodiv,992469000,vertex-pull-warp,667005000,vertex-pull-warp-nodiv,394635000,vertex-push,390356000,vertex-push-warp,341456000
ff 30,edge-list,59777100,struct-edge-list,58319200,vertex-pull,947800000,vertex-pull-nodiv,341271000,vertex-pull-warp,288229000,vertex-pull-warp-nodiv,190161000,vertex-push,177156000,vertex-push-warp,169150000
ff 15,edge-list,18249100,struct-edge-list,17809100,vertex-pull,199194000,vertex-pull-nodiv,72614200,vertex-pull-warp,118187000,vertex-pull-warp-nodiv,85040900,vertex-push,71439600,vertex-push-warp,73901800
ff 05,edge-list,4483860,struct-edge-list,4330830,vertex-pull,37204100,vertex-pull-nodiv,14216900,vertex-pull-warp,36721600,vertex-pull-warp-nodiv,27875800,vertex-push,30098600,vertex-push-warp,23581800
re 50,edge-list,55506400,struct-edge-list,54661600,vertex-pull,795716000,vertex-pull-nodiv,291038000,vertex-pull-warp,336540000,vertex-pull-warp-nodiv,259864000,vertex-push,72062200,vertex-push-warp,182310000
re 30,edge-list,17488600,struct-edge-list,17167800,vertex-pull,181369000,vertex-pull-nodiv,68652900,vertex-pull-warp,166414000,vertex-pull-warp-nodiv,141228000,vertex-push,20194800,vertex-push-warp,101034000
re 15,edge-list,6824550,struct-edge-list,6692820,vertex-pull,53080900,vertex-pull-nodiv,20534400,vertex-pull-warp,76739200,vertex-pull-warp-nodiv,68514200,vertex-push,7675220,vertex-push-warp,50629900
re 05,edge-list,2201190,struct-edge-list,2151090,vertex-pull,11669100,vertex-pull-nodiv,4888080,vertex-pull-warp,24829400,vertex-pull-warp-nodiv,22743000,vertex-push,2399790,vertex-push-warp,17133300
rw 50,edge-list,42841700,struct-edge-list,42293200,vertex-pull,438330000,vertex-pull-nodiv,167562000,vertex-pull-warp,294415000,vertex-pull-warp-nodiv,243194000,vertex-push,69225800,vertex-push-warp,177571000
rw 30,edge-list,21383600,struct-edge-list,21155500,vertex-pull,189367000,vertex-pull-nodiv,71687700,vertex-pull-warp,172455000,vertex-pull-warp-nodiv,144153000,vertex-push,39834900,vertex-push-warp,104030000
rw 15,edge-list,9330140,struct-edge-list,9124270,vertex-pull,77577700,vertex-pull-nodiv,30265800,vertex-pull-warp,85546300,vertex-pull-warp-nodiv,72414900,vertex-push,22218600,vertex-push-warp,51768600
rw 05,edge-list,2951190,struct-edge-list,2842050,vertex-pull,18848600,vertex-pull-nodiv,7243810,vertex-pull-warp,28636400,vertex-pull-warp-nodiv,24402100,vertex-push,7462260,vertex-push-warp,17249200
,,,,,,,,,,,,,,,,
wikisigned-k2.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,5448300,struct-edge-list,5255330,vertex-pull,250564000,vertex-pull-nodiv,88985500,vertex-pull-warp,41524300,vertex-pull-warp-nodiv,28081700,vertex-push,40831200,vertex-push-warp,21366900
ff 50,edge-list,2052280,struct-edge-list,1996240,vertex-pull,37030500,vertex-pull-nodiv,14280400,vertex-pull-warp,19073500,vertex-pull-warp-nodiv,15024100,vertex-push,29442900,vertex-push-warp,11769700
ff 30,edge-list,1304820,struct-edge-list,1204760,vertex-pull,12769200,vertex-pull-nodiv,4914820,vertex-pull-warp,12944200,vertex-pull-warp-nodiv,9718610,vertex-push,26797900,vertex-push-warp,7875830
ff 15,edge-list,733307,struct-edge-list,704053,vertex-pull,3998240,vertex-pull-nodiv,1682510,vertex-pull-warp,5804220,vertex-pull-warp-nodiv,4563500,vertex-push,24559500,vertex-push-warp,4720530
ff 05,edge-list,516760,struct-edge-list,441353,vertex-pull,1204480,vertex-pull-nodiv,660814,vertex-pull-warp,2598220,vertex-pull-warp-nodiv,2263030,vertex-push,22585600,vertex-push-warp,3370900
re 50,edge-list,2152480,struct-edge-list,2037890,vertex-pull,75586900,vertex-pull-nodiv,22835100,vertex-pull-warp,17191300,vertex-pull-warp-nodiv,14322800,vertex-push,10397600,vertex-push-warp,10501000
re 30,edge-list,1211860,struct-edge-list,1145130,vertex-pull,23547300,vertex-pull-nodiv,8524520,vertex-pull-warp,10712700,vertex-pull-warp-nodiv,8632270,vertex-push,4162600,vertex-push-warp,6583960
re 15,edge-list,708687,struct-edge-list,628859,vertex-pull,8440460,vertex-pull-nodiv,3187120,vertex-pull-warp,5182780,vertex-pull-warp-nodiv,4346410,vertex-push,1732540,vertex-push-warp,3261750
re 05,edge-list,475003,struct-edge-list,436477,vertex-pull,2165510,vertex-pull-nodiv,1004210,vertex-pull-warp,2559190,vertex-pull-warp-nodiv,2219550,vertex-push,676969,vertex-push-warp,1736790
rw 50,edge-list,2019800,struct-edge-list,1888090,vertex-pull,126904000,vertex-pull-nodiv,45306400,vertex-pull-warp,16646500,vertex-pull-warp-nodiv,14239200,vertex-push,33899600,vertex-push-warp,10790900
rw 30,edge-list,1200310,struct-edge-list,1118500,vertex-pull,68099900,vertex-pull-nodiv,24153400,vertex-pull-warp,10783100,vertex-pull-warp-nodiv,9608860,vertex-push,25172000,vertex-push-warp,7530770
rw 15,edge-list,733519,struct-edge-list,651159,vertex-pull,31029700,vertex-pull-nodiv,11071800,vertex-pull-warp,6099340,vertex-pull-warp-nodiv,4819600,vertex-push,13294400,vertex-push-warp,3759990
rw 05,edge-list,536213,struct-edge-list,436260,vertex-pull,9119040,vertex-pull-nodiv,3441300,vertex-pull-warp,2960330,vertex-pull-warp-nodiv,2380700,vertex-push,4267360,vertex-push-warp,1827100
,,,,,,,,,,,,,,,,
wiki_talk_de.edges,1,,2,,3,,4,,5,,6,,7,,8,
graph,edge-list,13563400,struct-edge-list,13191600,vertex-pull,88587000,vertex-pull-nodiv,35914400,vertex-pull-warp,123440000,vertex-pull-warp-nodiv,96054700,vertex-push,1939210000,vertex-push-warp,110369000
